Name,Rank,Price,24h Change,"""Market Cap""",Volume,Circ_Supply,Category
RODAI,3041,0.0000000000000 USD,−11.09%,227.96 K USD,17.12 K USD,54.8 T,Memes
GNX,3042,0.00034999 USD,+32.70%,227.49 K USD,423 USD,650 M,"Distributed computing & Storage, DePIN"
BASEX,3043,0.00022600 USD,−5.02%,226 K USD,163.84 K USD,1 B,—
NCN,3044,0.0018510 USD,−1.10%,225.54 K USD,176.53 K USD,121.85 M,Layer 1
BDROP,3045,0.022640 USD,−1.03%,226.4 K USD,50.63 K USD,10 M,—
PERL,3046,0.00045829 USD,−10.60%,224.99 K USD,16.33 K USD,490.94 M,"Asset-backed Tokens, Marketplace"
SCCP,3047,0.058829 USD,−2.18%,224.58 K USD,60.19 K USD,3.82 M,"Sports, Fan Tokens"
TFI,3048,0.0046899 USD,−1.24%,222.18 K USD,3.3 K USD,47.38 M,Web3
MINE,3049,0.00035449 USD,+47.29%,222.12 K USD,10.6 K USD,626.6 M,—
BLUES,3050,0.0061599 USD,−3.42%,221.69 K USD,6.6 K USD,35.99 M,—
WELT,3051,0.00096698 USD,−0.08%,221.43 K USD,134.42 K USD,228.99 M,Gaming
AX,3052,0.077498 USD,+0.15%,221.17 K USD,859 USD,2.85 M,—
EXVG,3053,0.0068199 USD,−4.46%,219.33 K USD,200.62 K USD,32.16 M,"Gaming, NFTs & Collectibles"
TRUMPCOIN,3054,0.0010990 USD,−10.96%,219.8 K USD,182.99 K USD,200 M,Memes
FRTS,3055,0.000010130 USD,−2.56%,213.37 K USD,76.23 K USD,21.07 B,—
SWOP,3056,0.056068 USD,−0.04%,218.94 K USD,—,3.9 M,—
MAJO,3057,0.010810 USD,+16.76%,227.01 K USD,27.28 K USD,21 M,—
PBUX,3058,0.0085598 USD,+3.86%,219.93 K USD,165.72 K USD,25.69 M,Gaming
TITAN,3059,0.0000000100000 USD,−8.71%,216.1 K USD,52.3 K USD,34.94 T,Memes
TOH,3060,0.00021820 USD,+2.46%,218.2 K USD,266.46 K USD,1 B,Memes
XPET,3061,0.013100 USD,−7.73%,218.12 K USD,402.14 K USD,16.65 M,"Gaming, Social, media & Content"
AST,3062,0.0021090 USD,−0.12%,217.23 K USD,156.63 K USD,103 M,—
SUPR,3063,0.0063199 USD,+2.44%,215.89 K USD,101.17 K USD,34.16 M,Web3
LGX,3064,0.00031329 USD,+3.39%,209.95 K USD,82.78 K USD,670.13 M,—
PSY,3065,0.00054299 USD,−7.16%,215.46 K USD,100 USD,396.81 M,—
MELOS,3066,0.00040314 USD,+2.16%,214.79 K USD,290.63 K USD,532.8 M,"NFTs & Collectibles, Social, media & Content"
AXO,3067,0.14650 USD,−26.64%,214.31 K USD,411 USD,1.46 M,—
GEC,3068,0.021610 USD,−3.08%,216.1 K USD,245 USD,10 M,Analytics
MEMERUNE,3069,0.012710 USD,+14.32%,213.53 K USD,1.09 K USD,16.8 M,Memes
DREP,3070,0.0021330 USD,−3.72%,213.3 K USD,119 USD,100 M,"Smart contract platforms, Oracles, DeFi"
BLU,3071,0.00021900 USD,−5.99%,219 K USD,164.3 K USD,1 B,Memes
NAWS,3073,0.00011022 USD,−2.44%,212.44 K USD,220.43 K USD,1.93 B,—
JUNGLE,3074,0.0000021100 USD,−3.19%,211 K USD,216.17 K USD,100 B,—
ABDS,3075,0.077798 USD,−3.86%,237.25 K USD,91.07 K USD,3.05 M,Memes
VDT,3076,0.0074999 USD,+0.27%,211.56 K USD,103 USD,28.21 M,Gaming
FAND,3077,0.0061279 USD,−0.27%,210.8 K USD,51.32 K USD,34.4 M,—
BASE,3078,0.43599 USD,+8.48%,209.57 K USD,—,480.68 K,Algorithmic Stablecoins
GTCOIN,3079,0.000090000 USD,+0.11%,288.52 K USD,8 USD,3.21 B,—
RAIN,3080,0.00031469 USD,−0.78%,208.28 K USD,377.37 K USD,661.84 M,—
CATHEON,3081,0.00021430 USD,−1.05%,207.56 K USD,2.93 K USD,968.53 M,"Gaming, Data management & AI"
TXT,3082,0.0042139 USD,+1.51%,206.95 K USD,20 USD,49.11 M,—
TREEINCAT,3083,0.00023620 USD,+0.79%,207.34 K USD,134.24 K USD,877.8 M,Memes
FLAT,3084,0.00027399 USD,0.00%,206.79 K USD,102 USD,754.73 M,Memes
HEC,3085,0.0037699 USD,+5.33%,206.79 K USD,53.18 K USD,54.85 M,"Gaming, NFTs & Collectibles, Metaverse, Web3"
OLY,3086,0.00015310 USD,+5.25%,206.23 K USD,236 USD,1.35 B,"NFTs & Collectibles, Social, media & Content, Loyalty & Rewards, Events"
VEIL,3087,0.00021980 USD,−1.92%,219.13 K USD,93 USD,996.95 M,—
XY,3088,0.022890 USD,−0.13%,205.93 K USD,1.38 K USD,9 M,"Decentralized exchange, NFTs & Collectibles, Interoperability, Marketplace"
CLH,3089,0.00072699 USD,+9.51%,205.15 K USD,28.04 K USD,282.2 M,—
DGH,3090,0.00021830 USD,+23.29%,218.3 K USD,4.62 K USD,1 B,—
BNSX,3091,0.0096798 USD,+1.81%,203.28 K USD,3.73 K USD,21 M,—
NAI,3092,0.00020200 USD,+17.90%,202 K USD,287 USD,1 B,—
PNT,3093,0.0022580 USD,−0.09%,201.53 K USD,976 USD,89.25 M,"NFTs & Collectibles, DeFi, DAO"
PUMPAI,3094,0.00064499 USD,−8.49%,200.96 K USD,263.17 K USD,311.57 M,—
DCI,3095,0.020100 USD,+2.05%,201 K USD,87 USD,10 M,—
NEER,3096,0.0101998 USD,+5.83%,198.42 K USD,94.39 K USD,19.45 M,"Developments tools, Gaming, Metaverse"
MJT,3097,0.011510 USD,−1.19%,198.92 K USD,248 USD,17.28 M,Decentralized exchange
TPY,3098,0.0022700 USD,−44.49%,198.84 K USD,4.5 K USD,87.6 M,—
HYPER,3099,0.00034439 USD,−4.50%,198.76 K USD,17.9 K USD,577.14 M,—
INVITE,3100,0.0039629 USD,+0.37%,198.15 K USD,84.91 K USD,50 M,"Social, media & Content"
GAMES,3101,0.049599 USD,+1.45%,198.4 K USD,346.74 K USD,4 M,—
ANGLE,3102,0.014950 USD,+4.35%,197.91 K USD,8.9 K USD,13.24 M,—
GAIA,3103,0.0020450 USD,−0.80%,196.81 K USD,53.13 K USD,96.24 M,Metaverse
CGG,3104,0.0031999 USD,−10.42%,196.72 K USD,1.76 K USD,61.48 M,"Gaming, NFTs & Collectibles"
C,3105,14229700000.00000e-13 USD,—,187.12 K USD,151.88 K USD,131.5 M,—
MTVT,3106,0.0011760 USD,0.00%,196.53 K USD,1.11 K USD,167.11 M,—
HPB,3107,0.0026849 USD,+1.15%,196.19 K USD,125 USD,73.07 M,"Smart contract platforms, Internet of things, Enterprise solutions"
PMON,3108,0.057499 USD,−12.75%,196.08 K USD,463 USD,3.41 M,"Gaming, NFTs & Collectibles, Metaverse"
DGI,3109,0.00019540 USD,+4.63%,195.4 K USD,185 USD,1 B,—
KTN,3110,0.020820 USD,+7.23%,195.42 K USD,4.92 K USD,9.39 M,—
NOOT,3111,0.00019500 USD,−1.50%,195 K USD,1.71 K USD,1 B,Memes
NEZHA,3113,0.00019270 USD,−21.09%,192.7 K USD,2.41 M USD,1 B,—
RDF,3114,0.0046029 USD,−5.58%,193.32 K USD,79 USD,42 M,—
KIDEN,3115,0.0048599 USD,+0.63%,191.67 K USD,46 USD,39.44 M,Gaming
CONV,3116,0.000048740 USD,−1.51%,191.57 K USD,158.6 K USD,3.93 B,Decentralized exchange
OGGY,3117,0.0000e-12 USD,−0.20%,191.38 K USD,—,"108,125.21 T",Memes
AVG,3119,0.0076988 USD,+5.27%,196.07 K USD,80.58 K USD,25.47 M,"Gaming, DAO"
NDC,3120,0.027249 USD,−9.00%,200.47 K USD,9.05 K USD,7.36 M,Education
TRC,3121,0.00052049 USD,−1.40%,186.26 K USD,39.11 K USD,357.85 M,Gaming
MEGA,3122,0.028379 USD,+6.36%,185.64 K USD,215 USD,6.54 M,—
BXC,3123,0.000054990 USD,−5.12%,184.33 K USD,12 USD,3.35 B,—
PARAM,3124,0.00071069 USD,+6.02%,184.07 K USD,34.03 K USD,259 M,Gaming
X,3125,0.000000000000000 USD,+1.40%,183.4 K USD,—,"10,000 T",Memes
NSBT,3126,0.064499 USD,−12.47%,182.83 K USD,1.93 K USD,2.83 M,Asset-backed Tokens
LOOT,3127,0.015970 USD,+13.61%,207.61 K USD,12.76 K USD,13 M,—
DECHAT,3128,0.037249 USD,−6.40%,182.34 K USD,2.63 M USD,4.9 M,"Social, media & Content, Web3"
LION,3129,0.0000000000000 USD,+4.43%,181.98 K USD,268 USD,109.1 T,Memes
STRONG,3130,1.3150 USD,+1.00%,181.82 K USD,8.17 K USD,138.27 K,—
MITH,3131,0.00018000 USD,+0.95%,180 K USD,426 USD,1 B,"Smart contract platforms, Social, media & Content"
MCG,3132,0.00072649 USD,−1.29%,179.25 K USD,117.95 K USD,246.74 M,Gaming
ICONS,3133,0.0065069 USD,0.00%,179.08 K USD,2 USD,27.52 M,—
FINA,3134,0.0018320 USD,+14.73%,179.01 K USD,62.76 K USD,97.71 M,"Gaming, NFTs & Collectibles, Metaverse"
CBX,3135,0.00095598 USD,−5.50%,178.09 K USD,9.4 K USD,186.29 M,Gaming
MFET,3136,0.000051400 USD,−4.16%,177.78 K USD,103 USD,3.46 B,—
ODIN,3137,0.0000087500 USD,+29.76%,183.75 K USD,8.71 K USD,21 B,Gaming
HIPP,3138,0.00000000000000 USD,−0.86%,177.33 K USD,116.04 K USD,715.62 T,Memes
CHER,3139,0.00070199 USD,0.00%,176.98 K USD,6 USD,252.11 M,—
ALT,3140,0.0036649 USD,−18.92%,176.76 K USD,6.3 K USD,48.23 M,DAO
GFY,3141,0.00000026000 USD,+3.04%,176.7 K USD,54.68 K USD,681.23 B,Memes
YBR,3142,0.0067699 USD,+36.25%,175.13 K USD,35.43 K USD,25.87 M,—
BRAWL,3143,0.00018116 USD,−0.63%,175.64 K USD,232.82 K USD,969.55 M,Gaming
BS,3144,0.020710 USD,−0.02%,173.96 K USD,333 USD,8.4 M,—
ALLIN,3145,0.17970 USD,+4.87%,172.55 K USD,909 USD,960.23 K,Data management & AI
SPCT,3146,0.00017230 USD,−8.98%,172.3 K USD,3.26 K USD,1 B,—
PUMLX,3147,0.0013360 USD,+3.44%,172.68 K USD,102.22 K USD,129.25 M,"Move to earn, Health, Sports"
TATE,3148,0.00017320 USD,−10.25%,173.2 K USD,27.29 K USD,1 B,—
TRUMP,3149,0.00017400 USD,−2.77%,173.94 K USD,238.17 K USD,999.66 M,Memes
CARBON,3150,0.0048799 USD,−1.79%,171.72 K USD,839 USD,35.19 M,"Gaming, NFTs & Collectibles, Social, media & Content"
QUINT,3151,0.00075568 USD,+2.09%,171.36 K USD,55.85 K USD,226.76 M,—
PMPY,3152,0.00033399 USD,−13.68%,171.26 K USD,366 USD,512.77 M,—
XNL,3153,0.0035599 USD,+5.92%,171.02 K USD,297 USD,48.04 M,"NFTs & Collectibles, Metaverse"
BRKL,3154,0.0031829 USD,−2.55%,170.2 K USD,128 USD,53.47 M,—
MGT,3155,0.0024100 USD,+0.29%,169.91 K USD,69.54 K USD,70.5 M,—
PUNKAI,3156,0.0000076500 USD,−0.62%,170 K USD,65.36 K USD,22.22 B,—
SATO,3157,0.00017500 USD,−13.35%,169.37 K USD,252.09 K USD,967.84 M,—
RUFF,3158,0.00017250 USD,+2.86%,169.14 K USD,241 USD,980.5 M,Internet of things
IGU,3159,0.0029309 USD,+5.34%,167.62 K USD,106.02 K USD,57.19 M,—
ICNX,3160,0.013440 USD,+3.97%,167.84 K USD,50.44 K USD,12.49 M,Gaming
KRU,3161,0.0011100 USD,+0.02%,167.89 K USD,66.6 K USD,151.25 M,—
DRINK,3162,0.0023065 USD,−1.26%,167.85 K USD,412 USD,72.77 M,—
KTON,3164,3.2509 USD,+1.55%,166.82 K USD,70 USD,51.31 K,Metaverse
CRGPT,3165,0.031859 USD,+0.05%,165.11 K USD,29 K USD,5.18 M,—
SCT,3166,0.0018600 USD,+0.02%,164.5 K USD,92 USD,88.44 M,—
EMR,3167,0.0012490 USD,−0.88%,164.4 K USD,353 USD,131.62 M,—
SWINGBY,3168,0.00018450 USD,−3.45%,164.17 K USD,100 USD,889.79 M,—
AART,3169,0.000050890 USD,0.00%,163.74 K USD,315 USD,3.22 B,"NFTs & Collectibles, Metaverse, Marketplace"
AURORA,3170,0.00016320 USD,−9.31%,163.2 K USD,—,1 B,Memes
SPFC,3171,0.052529 USD,+1.37%,162.55 K USD,65.98 K USD,3.09 M,"Sports, Fan Tokens"
SHILL,3172,0.00045639 USD,−5.70%,162.96 K USD,1.11 K USD,357.07 M,"Gaming, NFTs & Collectibles"
MTR,3173,0.41366 USD,+10.20%,162.04 K USD,790 USD,391.72 K,"Stablecoins, Interoperability"
SUIDEPIN,3174,0.00053509 USD,+33.74%,161.88 K USD,90.78 K USD,302.53 M,—
C4E,3175,0.013070 USD,+0.18%,160.97 K USD,19.33 K USD,12.32 M,—
AIBB,3176,0.000000000000000 USD,+1.95%,160.59 K USD,1.52 K USD,"2,045.83 T","Memes, Gaming, Data management & AI, Web3"
XRUNE,3177,0.0019876 USD,−0.40%,160.38 K USD,—,80.69 M,—
NAOS,3178,0.0019000 USD,+2.69%,160 K USD,7.18 K USD,84.21 M,—
LOWB,3179,0.0000026500 USD,−0.04%,159.72 K USD,30 USD,60.3 B,Memes
REKT,3180,0.00000000000000 USD,+1.34%,157.54 K USD,54.98 K USD,420 T,Memes
RWA,3181,0.016610 USD,−7.88%,157.76 K USD,2 USD,9.5 M,—
EARN,3182,0.000044000 USD,−0.88%,157.53 K USD,5 K USD,3.58 B,"Marketplace, Web3"
BAR,3183,0.17070 USD,−5.17%,157.44 K USD,1.47 M USD,922.3 K,Memes
KAT,3184,0.00061109 USD,−0.94%,156.16 K USD,28.25 K USD,255.54 M,DAO
JOY,3185,0.00068499 USD,+11.41%,154.97 K USD,9.39 K USD,226.23 M,—
CDX,3186,0.0009599 USD,−0.28%,151.73 K USD,187.72 K USD,158.07 M,"Data management & AI, Social, media & Content"
GALO,3187,0.057399 USD,−3.18%,154.84 K USD,1.87 K USD,2.7 M,"Sports, Fan Tokens"
GLINT,3188,0.00016790 USD,+5.49%,154.12 K USD,59.1 K USD,917.95 M,—
INS,3189,0.0071099 USD,+0.73%,154.04 K USD,422.79 K USD,21.67 M,—
ACN,3190,0.000032830 USD,+20.28%,153.71 K USD,1.05 K USD,4.68 B,—
ORBI,3191,0.00015320 USD,−9.38%,153.2 K USD,52.11 K USD,1 B,—
SHIT,3192,0.00015270 USD,+4.04%,152.7 K USD,96 USD,1 B,Memes
SHIT,3193,0.0021140 USD,+0.40%,152.84 K USD,42.02 K USD,72.3 M,Memes
LOCG,3194,0.0011420 USD,−20.12%,152.6 K USD,387 USD,133.62 M,"Gaming, NFTs & Collectibles, Metaverse"
GROGGO,3195,0.00040899 USD,−1.43%,152.08 K USD,152.39 K USD,371.84 M,Memes
FRGX,3196,0.011130 USD,−7.63%,152.37 K USD,6.14 K USD,13.69 M,—
LOA,3197,0.00098198 USD,−21.11%,151.83 K USD,2 USD,154.62 M,—
APTR,3198,0.0016680 USD,+15.94%,151.62 K USD,97.24 K USD,90.9 M,—
NXTT,3199,0.000030680 USD,−11.57%,151.32 K USD,1.75 K USD,4.93 B,Metaverse
MPH,3200,0.32359 USD,0.00%,150.56 K USD,68 USD,465.28 K,—
WNDR,3203,0.010510 USD,−2.12%,149.4 K USD,7.35 K USD,14.22 M,—
ELONDOGE,3204,0.00000e-12 USD,−10.39%,149.68 K USD,1.07 K USD,"420,000 T",Memes
F2C,3205,0.00024720 USD,+11.84%,149.48 K USD,28 USD,604.7 M,—
KIM,3206,0.00082898 USD,−22.44%,149.22 K USD,8.39 K USD,180 M,—
GTA,3207,0.014990 USD,+16.05%,149.9 K USD,36.41 K USD,10 M,Memes
ELMO,3208,0.00054799 USD,−22.08%,147.09 K USD,12.39 K USD,268.42 M,Memes
VPP,3210,0.0013800 USD,−5.09%,147.64 K USD,1.11 K USD,106.99 M,—
MMSS,3212,0.0069999 USD,+9.40%,147 K USD,412.35 K USD,21 M,—
BLASTUP,3213,0.0021050 USD,+0.26%,147.35 K USD,36.85 K USD,70 M,—
PERI,3214,0.016600 USD,−26.86%,141.77 K USD,89.99 K USD,8.54 M,—
PAINT,3215,0.000015680 USD,+2.17%,145.17 K USD,53.44 K USD,9.26 B,"Data management & AI, NFTs & Collectibles"
RAB,3216,0.0022690 USD,−0.20%,145.22 K USD,417.78 K USD,64 M,—
MAO,3217,0.00014500 USD,−2.68%,145 K USD,4.38 K USD,1 B,Memes
NEVER,3218,0.0000019800 USD,−31.71%,142.56 K USD,537.63 K USD,72 B,Memes
BABYNEIRO,3219,0.00000034000 USD,−9.24%,144.29 K USD,153.24 K USD,420.69 B,—
HANA,3220,0.000016600 USD,+5.75%,144.67 K USD,461.97 K USD,8.72 B,Memes
BLADE,3221,0.043937 USD,+0.47%,143.38 K USD,1.92 M USD,3.26 M,Data management & AI
AIRTNT,3222,0.000037170 USD,−5.06%,144.31 K USD,4.79 K USD,3.88 B,—
SAT,3223,0.0015430 USD,+8.30%,142.57 K USD,105 USD,92.4 M,"Gaming, NFTs & Collectibles, Move to earn"
ORFY,3224,0.024200 USD,+1.92%,142.78 K USD,136.7 K USD,5.9 M,"DAO, Fundraising"
WFT,3225,0.0078248 USD,−3.32%,142.35 K USD,223.86 K USD,18.19 M,—
TANPIN,3226,0.092998 USD,+0.94%,142.19 K USD,8.04 K USD,1.53 M,NFTs & Collectibles
SPELLFIRE,3227,0.00030294 USD,−0.08%,141.9 K USD,149.34 K USD,468.4 M,—
PIX,3229,0.000070210 USD,−0.19%,140.42 K USD,87.53 K USD,2 B,—
ZEND,3230,0.021065 USD,−6.15%,136.92 K USD,198.53 K USD,6.5 M,Lending & Borrowing
XSEED,3231,0.000080500 USD,+5.80%,140.19 K USD,1.18 K USD,1.74 B,Gaming
LUFC,3232,0.049679 USD,−2.50%,139.81 K USD,55.65 K USD,2.81 M,"Sports, Fan Tokens"
OGC,3233,0.00015520 USD,−13.23%,139.68 K USD,68.14 K USD,900 M,—
FRIN,3234,0.00021295 USD,−5.84%,139.39 K USD,121.06 K USD,654.58 M,"Lending & Borrowing, Web3"
NFTL,3235,0.0010220 USD,0.00%,137.97 K USD,17 USD,135 M,"NFTs & Collectibles, Marketplace"
EQX,3237,0.0017830 USD,+11.05%,134.65 K USD,172.92 K USD,75.52 M,"Lending & Borrowing, Metaverse"
LIBERTA,3238,0.00023000 USD,−7.80%,138 K USD,53.63 K USD,600 M,—
ACQ,3239,0.0039194 USD,+2.96%,137.34 K USD,113.06 K USD,35.04 M,—
PATEX,3241,0.11000 USD,+3.02%,137.74 K USD,34.8 K USD,1.25 M,—
SPXC,3242,0.00000000000000 USD,+0.35%,136.79 K USD,61.23 K USD,500 T,—
BNY,3243,0.0059599 USD,+0.36%,136.48 K USD,106.34 K USD,22.9 M,Memes
SHIB20,3244,0.00000000000000 USD,+2.65%,136.17 K USD,61.89 K USD,420.69 T,—
MF,3245,0.00022080 USD,+2.29%,135.58 K USD,19.51 K USD,614.03 M,Gaming
VELA,3246,0.0079723 USD,−2.26%,134.04 K USD,43.34 K USD,16.81 M,—
LOE,3247,0.0097398 USD,+0.23%,134.05 K USD,129.09 K USD,13.76 M,Gaming
KNFT,3248,0.000067000 USD,−8.09%,134 K USD,1.38 K USD,2 B,NFTs & Collectibles
PEANUT,3249,0.00000033000 USD,+13.96%,133.89 K USD,1.12 K USD,409.46 B,Memes
HQ,3250,0.0018245 USD,+0.49%,133.61 K USD,213.8 K USD,73.23 M,—
SEAL,3251,0.14120 USD,−2.40%,138.64 K USD,3.8 K USD,981.85 K,—
CHMPZ,3252,0.000016250 USD,−3.05%,132.7 K USD,130.59 K USD,8.17 B,Memes
ARX,3253,0.00044999 USD,+5.80%,132.12 K USD,72.37 K USD,293.6 M,—
NEBL,3254,0.0062769 USD,+0.29%,131.43 K USD,54.25 K USD,20.94 M,Enterprise solutions
PRIMAL,3255,0.000026200 USD,−4.36%,131 K USD,11.45 K USD,5 B,—
MCN,3256,0.23660 USD,−2.89%,130.13 K USD,265.16 K USD,550 K,—
WOOP,3257,0.00056799 USD,+7.80%,129.83 K USD,2.21 K USD,228.58 M,"NFTs & Collectibles, Marketplace"
TIN,3258,0.0062549 USD,−8.07%,129.96 K USD,30.34 K USD,20.78 M,Gaming
HYCO,3259,0.00058699 USD,−7.43%,129.87 K USD,5.48 K USD,221.25 M,—
RUNI,3260,0.051199 USD,−0.37%,129.56 K USD,21.27 K USD,2.53 M,—
MEME,3261,0.0029899 USD,−3.53%,129.34 K USD,731.1 K USD,43.26 M,Memes
CATS,3262,0.00000021000 USD,+6.48%,142.37 K USD,7.55 K USD,675.07 B,Memes
TOX,3263,0.0012800 USD,−1.21%,128 K USD,1.67 M USD,100 M,—
BARS,3264,0.00042659 USD,−1.07%,127.98 K USD,87.2 K USD,300 M,—
ZLW,3265,0.0017425 USD,+0.40%,126.04 K USD,36.2 K USD,72.33 M,Marketplace
BLXM,3266,0.0079982 USD,0.00%,126.15 K USD,134 USD,15.77 M,DePIN
CATE,3267,0.00012590 USD,−1.38%,125.9 K USD,477.26 K USD,1 B,Memes
CONCHO,3268,0.00012600 USD,−3.05%,125.94 K USD,1.52 M USD,999.5 M,Memes
RFT,3271,0.0066349 USD,+14.65%,124.55 K USD,1.14 K USD,18.77 M,Fan Tokens
MIST,3272,0.0022070 USD,−0.63%,124.38 K USD,190.22 K USD,56.36 M,"Gaming, NFTs & Collectibles, Metaverse"
GMPD,3273,0.0018700 USD,−4.05%,124.33 K USD,58 USD,66.49 M,—
ETF,3274,0.00012200 USD,−5.32%,122 K USD,290.79 K USD,999.98 M,—
EDEN,3275,0.0093628 USD,−1.25%,123.89 K USD,72.13 K USD,13.23 M,—
TRUMP2024,3276,0.00000000000000 USD,−9.31%,123.74 K USD,1.08 K USD,771.95 T,—
BANK,3277,0.38099 USD,+0.07%,123.57 K USD,449 USD,324.33 K,—
CAMT,3278,0.0037499 USD,−17.97%,122.5 K USD,54.95 K USD,32.67 M,—
AIRI,3279,0.00047799 USD,−5.52%,122.49 K USD,32.17 K USD,256.26 M,Data management & AI
P,3280,0.00013562 USD,+5.96%,122.06 K USD,11.25 K USD,900 M,—
OIN,3281,0.0036599 USD,−4.17%,120.6 K USD,862 USD,32.95 M,—
SELF,3282,0.00053599 USD,−13.08%,120.52 K USD,3.44 K USD,224.86 M,—
CSAS,3283,0.00012000 USD,−3.98%,120 K USD,2.51 K USD,1 B,—
FEVR,3284,0.000011120 USD,0.00%,119.86 K USD,36 USD,10.78 B,"Gaming, NFTs & Collectibles, Sports"
MARIO,3285,0.00039899 USD,+2.59%,119.68 K USD,627.83 K USD,299.96 M,—
TITA,3286,0.0017996 USD,−4.98%,119.22 K USD,138 USD,66.25 M,"Gaming, NFTs & Collectibles"
LABS,3287,0.000053700 USD,+4.09%,119.04 K USD,33.03 K USD,2.22 B,"NFTs & Collectibles, Real estate"
ASTRADAO,3288,0.0000000000000 USD,−0.87%,117.09 K USD,139 USD,88.84 T,—
MASS,3290,0.0011950 USD,+0.87%,117.14 K USD,59.21 K USD,98.03 M,—
MTRM,3291,0.016310 USD,−0.67%,116.99 K USD,6 USD,7.17 M,—
JUICE,3292,0.00067999 USD,+6.27%,116.81 K USD,6.69 K USD,171.78 M,—
CHMB,3293,0.000013640 USD,+14.89%,116.18 K USD,309.81 K USD,8.52 B,—
EGAX,3294,0.23220 USD,−6.69%,116.1 K USD,451 USD,500 K,—
MEDUSA,3295,0.00011600 USD,+3.59%,116 K USD,611.54 K USD,999.99 M,Memes
TULIP,3296,0.14160 USD,−15.30%,115.43 K USD,700 USD,815.21 K,—
CVT,3297,0.00010790 USD,−0.36%,114.42 K USD,57.96 K USD,1.06 B,—
MEMEME,3298,0.0000017000 USD,+0.49%,113.56 K USD,57.23 K USD,66.64 B,Memes
D,3299,0.00029199 USD,−1.63%,113 K USD,343.13 K USD,387 M,—
47,3300,0.00012300 USD,+7.79%,111.83 K USD,6.09 K USD,909.22 M,—
PARA,3301,0.00033989 USD,+3.71%,112.25 K USD,179 USD,330.27 M,—
UDO,3302,0.0011040 USD,+0.45%,111.57 K USD,9.04 K USD,101.06 M,—
EMPIRE,3303,0.00012470 USD,−2.15%,106.98 K USD,383 USD,857.87 M,"NFTs & Collectibles, Payments, Social, media & Content"
FODL,3304,0.00042531 USD,0.00%,111.48 K USD,100 USD,262.11 M,—
3KM,3305,0.00018060 USD,+3.46%,111.65 K USD,5.33 K USD,618.23 M,—
KUBE,3306,0.00058029 USD,−3.24%,110.19 K USD,40.53 K USD,189.88 M,—
HGET,3307,0.062999 USD,0.00%,110.34 K USD,135.68 K USD,1.75 M,"Decentralized exchange, Derivatives"
VCORE,3308,0.00048679 USD,0.00%,110.2 K USD,—,226.37 M,—
RG,3309,0.00038199 USD,+0.02%,109.82 K USD,130.84 K USD,287.5 M,Gaming
BSV,3310,0.0052099 USD,−0.55%,109.41 K USD,161 USD,21 M,—
KT,3311,0.00070099 USD,−0.26%,108.74 K USD,102.14 K USD,155.13 M,—
EGG,3312,0.00011490 USD,+3.81%,108.62 K USD,673 USD,945.33 M,Memes
SUNPEPE,3313,0.00010850 USD,+4.01%,108.5 K USD,284 USD,1 B,Memes
BABYDOGE20,3314,0.00000e-12 USD,−0.86%,107.77 K USD,54.25 K USD,"208,380 T",Memes
LIFE,3315,0.000041020 USD,−10.24%,107.93 K USD,276.47 K USD,2.63 B,—
PLASTIK,3316,0.00075898 USD,−2.30%,115.71 K USD,—,152.45 M,NFTs & Collectibles
COBE,3318,0.014400 USD,−10.00%,107.64 K USD,1.24 K USD,7.48 M,Gaming
RFR,3319,0.000021460 USD,−12.85%,107.28 K USD,243 USD,5 B,"Gaming, Social, media & Content"
NORD,3320,0.011740 USD,−5.83%,106.89 K USD,173 USD,9.1 M,—
SHI,3321,0.00061299 USD,−1.27%,106.55 K USD,7.61 K USD,173.82 M,"NFTs & Collectibles, Metaverse, Sports"
PEPA,3322,0.00000e-12 USD,+4.07%,106.22 K USD,212 USD,"158,000 T",Memes
SHIBAAI,3323,0.00000000000000 USD,−4.98%,106.12 K USD,38.88 K USD,589.53 T,Memes
BABYWIF,3324,0.00010600 USD,+5.81%,106 K USD,104 USD,1 B,Memes
Y8U,3325,0.0042999 USD,−3.13%,105.56 K USD,56.55 K USD,24.55 M,Data management & AI
BALLZ,3327,0.00010440 USD,+0.02%,104.4 K USD,143 USD,1 B,Memes
CIRUS,3328,0.0016600 USD,−8.80%,103.9 K USD,63.3 K USD,62.59 M,"Data management & AI, Payments, Web3"
IBFK,3329,0.074299 USD,+5.11%,103.81 K USD,41.79 K USD,1.4 M,"Sports, Fan Tokens"
BIF,3330,0.00010350 USD,+10.07%,103.5 K USD,3.42 K USD,1 B,Memes
AKITA,3331,0.00048999 USD,−9.60%,103.1 K USD,156.86 K USD,210.42 M,"Memes, Data management & AI"
MBLK,3332,0.00077898 USD,+9.43%,90.18 K USD,144.86 K USD,115.77 M,"Gaming, NFTs & Collectibles"
KALM,3333,0.011990 USD,+9.02%,102.51 K USD,64 USD,8.55 M,"NFTs & Collectibles, Lending & Borrowing, DeFi"
JAN,3334,0.0032809 USD,−2.19%,102.53 K USD,33.08 K USD,31.25 M,Gaming
ZAT,3335,0.0000000000000 USD,−1.95%,102.22 K USD,653 USD,38.81 T,—
IRENA,3336,0.0000014300 USD,+8.76%,101.6 K USD,4.71 K USD,71 B,—
ROSS,3337,0.00010200 USD,−0.95%,101.94 K USD,375.69 K USD,999.44 M,Memes
RAFT,3338,0.00041999 USD,−5.41%,105.19 K USD,4 USD,250.45 M,—
