Name,Rank,Price,24h Change,Market Cap,Volume,Circ_Supply,Category
AURORA,3170.0,0.0001632,9.31,163.2,53.56,1.0,Memes
SPFC,3171.0,0.052529,1.37,162.55,65.98,3.09,"Sports, Fan Tokens"
SHILL,3172.0,0.00045639,5.7,162.96,1.11,357.07,"Gaming, NFTs & Collectibles"
MTR,3173.0,0.18514450000000002,10.2,162.04,438.92500000000007,391.72,"Stablecoins, Interoperability"
SUIDEPIN,3174.0,0.00053509,33.74,161.88,90.78,302.53,—
C4E,3175.0,0.01307,0.18,160.97,19.33,12.32,—
XRUNE,3177.0,0.0019876,0.4,160.38,53.56,80.69,—
NAOS,3178.0,0.0019,2.69,160.0,7.18,84.21,—
LOWB,3179.0,0.011323,0.04,159.72,30.0,60.3,Memes
RWA,3181.0,0.01661,7.88,157.76,2.0,9.5,—
EARN,3182.0,0.011323,0.88,157.53,5.0,3.58,"Marketplace, Web3"
BAR,3183.0,0.1707,5.17,157.44,1.47,734.485,Memes
KAT,3184.0,0.00061109,0.94,156.16,28.25,255.54,DAO
JOY,3185.0,0.00068499,11.41,154.97,9.39,226.23,—
CDX,3186.0,0.0009599,0.28,151.73,187.72,158.07,"Data management & AI, Social, media & Content"
GALO,3187.0,0.057399,3.18,154.84,1.87,2.7,"Sports, Fan Tokens"
GLINT,3188.0,0.0001679,5.49,154.12,59.1,734.485,—
INS,3189.0,0.0071099,0.73,154.04,422.79,21.67,—
ACN,3190.0,0.011323,20.28,153.71,1.05,4.68,—
ORBI,3191.0,0.0001532,9.38,153.2,52.11,1.0,—
SHIT,3192.0,0.0001527,4.04,152.7,96.0,1.0,Memes
SHIT,3193.0,0.002114,0.4,152.84,42.02,72.3,Memes
LOCG,3194.0,0.001142,20.12,152.6,387.0,133.62,"Gaming, NFTs & Collectibles, Metaverse"
GROGGO,3195.0,0.00040899,1.43,152.08,152.39,371.84,Memes
FRGX,3196.0,0.01113,7.63,152.37,6.14,13.69,—
LOA,3197.0,0.00098198,21.11,151.83,2.0,154.62,—
APTR,3198.0,0.001668,15.94,151.62,97.24,90.9,—
NXTT,3199.0,0.011323,11.57,151.32,1.75,4.93,Metaverse
MPH,3200.0,0.18514450000000002,0.0,150.56,68.0,465.28,—
WNDR,3203.0,0.01051,2.12,149.4,7.35,14.22,—
ELONDOGE,3204.0,0.011323,10.39,149.68,1.07,734.485,Memes
F2C,3205.0,0.0002472,11.84,149.48,28.0,604.7,—
KIM,3206.0,0.00082898,22.44,149.22,8.39,180.0,—
GTA,3207.0,0.01499,16.05,149.9,36.41,10.0,Memes
ELMO,3208.0,0.00054799,22.08,147.09,12.39,268.42,Memes
VPP,3210.0,0.00138,5.09,147.64,1.11,106.99,—
MMSS,3212.0,0.0069999,9.4,147.0,412.35,21.0,—
BLASTUP,3213.0,0.002105,0.26,147.35,36.85,70.0,—
PERI,3214.0,0.0166,26.86,141.77,89.99,8.54,—
PAINT,3215.0,0.011323,2.17,145.17,53.44,9.26,"Data management & AI, NFTs & Collectibles"
RAB,3216.0,0.002269,0.2,145.22,417.78,64.0,—
MAO,3217.0,0.000145,2.68,145.0,4.38,1.0,Memes
NEVER,3218.0,0.011323,31.71,142.56,438.92500000000007,72.0,Memes
BABYNEIRO,3219.0,0.011323,9.24,144.29,153.24,420.69,—
HANA,3220.0,0.011323,5.75,144.67,438.92500000000007,8.72,Memes
BLADE,3221.0,0.043937,0.47,143.38,1.92,3.26,Data management & AI
AIRTNT,3222.0,0.011323,5.06,144.31,4.79,3.88,—
SAT,3223.0,0.001543,8.3,142.57,105.0,92.4,"Gaming, NFTs & Collectibles, Move to earn"
ORFY,3224.0,0.0242,1.92,142.78,136.7,5.9,"DAO, Fundraising"
WFT,3225.0,0.0078248,3.32,142.35,223.86,18.19,—
TANPIN,3226.0,0.092998,0.94,142.19,8.04,1.53,NFTs & Collectibles
SPELLFIRE,3227.0,0.00030294,0.08,141.9,149.34,468.4,—
PIX,3229.0,0.011323,0.19,140.42,87.53,2.0,—
ZEND,3230.0,0.021065,6.15,136.92,198.53,6.5,Lending & Borrowing
XSEED,3231.0,0.011323,5.8,140.19,1.18,1.74,Gaming
LUFC,3232.0,0.049679,2.5,139.81,55.65,2.81,"Sports, Fan Tokens"
OGC,3233.0,0.0001552,13.23,139.68,68.14,734.485,—
FRIN,3234.0,0.00021295,5.84,139.39,121.06,654.58,"Lending & Borrowing, Web3"
NFTL,3235.0,0.001022,0.0,137.97,17.0,135.0,"NFTs & Collectibles, Marketplace"
EQX,3237.0,0.001783,11.05,134.65,172.92,75.52,"Lending & Borrowing, Metaverse"
LIBERTA,3238.0,0.00023,7.8,138.0,53.63,600.0,—
ACQ,3239.0,0.0039194,2.96,137.34,113.06,35.04,—
PATEX,3241.0,0.11,3.02,137.74,34.8,1.25,—
BNY,3243.0,0.0059599,0.36,136.48,106.34,22.9,Memes
MF,3245.0,0.0002208,2.29,135.58,19.51,614.03,Gaming
VELA,3246.0,0.0079723,2.26,134.04,43.34,16.81,—
LOE,3247.0,0.0097398,0.23,134.05,129.09,13.76,Gaming
KNFT,3248.0,0.011323,8.09,134.0,1.38,2.0,NFTs & Collectibles
PEANUT,3249.0,0.011323,13.96,133.89,1.12,409.46,Memes
HQ,3250.0,0.0018245,0.49,133.61,213.8,73.23,—
SEAL,3251.0,0.1412,2.4,138.64,3.8,734.485,—
CHMPZ,3252.0,0.011323,3.05,132.7,130.59,8.17,Memes
ARX,3253.0,0.00044999,5.8,132.12,72.37,293.6,—
NEBL,3254.0,0.0062769,0.29,131.43,54.25,20.94,Enterprise solutions
PRIMAL,3255.0,0.011323,4.36,131.0,11.45,5.0,—
MCN,3256.0,0.18514450000000002,2.89,130.13,265.16,550.0,—
WOOP,3257.0,0.00056799,7.8,129.83,2.21,228.58,"NFTs & Collectibles, Marketplace"
TIN,3258.0,0.0062549,8.07,129.96,30.34,20.78,Gaming
HYCO,3259.0,0.00058699,7.43,129.87,5.48,221.25,—
RUNI,3260.0,0.051199,0.37,129.56,21.27,2.53,—
MEME,3261.0,0.0029899,3.53,129.34,438.92500000000007,43.26,Memes
CATS,3262.0,0.011323,6.48,142.37,7.55,675.07,Memes
TOX,3263.0,0.00128,1.21,128.0,1.67,100.0,—
BARS,3264.0,0.00042659,1.07,127.98,87.2,300.0,—
ZLW,3265.0,0.0017425,0.4,126.04,36.2,72.33,Marketplace
BLXM,3266.0,0.0079982,0.0,126.15,134.0,15.77,DePIN
CATE,3267.0,0.0001259,1.38,125.9,438.92500000000007,1.0,Memes
CONCHO,3268.0,0.000126,3.05,125.94,1.52,734.485,Memes
RFT,3271.0,0.0066349,14.65,124.55,1.14,18.77,Fan Tokens
MIST,3272.0,0.002207,0.63,124.38,190.22,56.36,"Gaming, NFTs & Collectibles, Metaverse"
GMPD,3273.0,0.00187,4.05,124.33,58.0,66.49,—
ETF,3274.0,0.000122,5.32,122.0,290.79,734.485,—
EDEN,3275.0,0.0093628,1.25,123.89,72.13,13.23,—
BANK,3277.0,0.18514450000000002,0.07,123.57,438.92500000000007,324.33,—
CAMT,3278.0,0.0037499,17.97,122.5,54.95,32.67,—
AIRI,3279.0,0.00047799,5.52,122.49,32.17,256.26,Data management & AI
P,3280.0,0.00013562,5.96,122.06,11.25,734.485,—
OIN,3281.0,0.0036599,4.17,120.6,438.92500000000007,32.95,—
SELF,3282.0,0.00053599,13.08,120.52,3.44,224.86,—
CSAS,3283.0,0.00012,3.98,120.0,2.51,1.0,—
FEVR,3284.0,0.011323,0.0,119.86,36.0,10.78,"Gaming, NFTs & Collectibles, Sports"
MARIO,3285.0,0.00039899,2.59,119.68,438.92500000000007,299.96,—
TITA,3286.0,0.0017996,4.98,119.22,138.0,66.25,"Gaming, NFTs & Collectibles"
LABS,3287.0,0.011323,4.09,119.04,33.03,2.22,"NFTs & Collectibles, Real estate"
MASS,3290.0,0.001195,0.87,117.14,59.21,98.03,—
MTRM,3291.0,0.01631,0.67,116.99,6.0,7.17,—
JUICE,3292.0,0.00067999,6.27,116.81,6.69,171.78,—
CHMB,3293.0,0.011323,14.89,116.18,309.81,8.52,—
EGAX,3294.0,0.18514450000000002,6.69,116.1,438.92500000000007,500.0,—
MEDUSA,3295.0,0.000116,3.59,116.0,438.92500000000007,734.485,Memes
TULIP,3296.0,0.1416,15.3,115.43,438.92500000000007,734.485,—
CVT,3297.0,0.0001079,0.36,114.42,57.96,1.06,—
MEMEME,3298.0,0.011323,0.49,113.56,57.23,66.64,Memes
D,3299.0,0.00029199,1.63,113.0,343.13,387.0,—
47,3300.0,0.000123,7.79,111.83,6.09,734.485,—
PARA,3301.0,0.00033989,3.71,112.25,179.0,330.27,—
UDO,3302.0,0.001104,0.45,111.57,9.04,101.06,—
EMPIRE,3303.0,0.0001247,2.15,106.98,383.0,734.485,"NFTs & Collectibles, Payments, Social, media & Content"
FODL,3304.0,0.00042531,0.0,111.48,100.0,262.11,—
3KM,3305.0,0.0001806,3.46,111.65,5.33,618.23,—
KUBE,3306.0,0.00058029,3.24,110.19,40.53,189.88,—
HGET,3307.0,0.062999,0.0,110.34,135.68,1.75,"Decentralized exchange, Derivatives"
VCORE,3308.0,0.00048679,0.0,110.2,53.56,226.37,—
RG,3309.0,0.00038199,0.02,109.82,130.84,287.5,Gaming
BSV,3310.0,0.0052099,0.55,109.41,161.0,21.0,—
KT,3311.0,0.00070099,0.26,108.74,102.14,155.13,—
EGG,3312.0,0.0001149,3.81,108.62,438.92500000000007,734.485,Memes
SUNPEPE,3313.0,0.0001085,4.01,108.5,284.0,1.0,Memes
BABYDOGE20,3314.0,0.011323,0.86,107.77,54.25,734.485,Memes
LIFE,3315.0,0.011323,10.24,107.93,276.47,2.63,—
PLASTIK,3316.0,0.00075898,2.3,115.71,53.56,152.45,NFTs & Collectibles
COBE,3318.0,0.0144,10.0,107.64,1.24,7.48,Gaming
RFR,3319.0,0.011323,12.85,107.28,243.0,5.0,"Gaming, Social, media & Content"
NORD,3320.0,0.01174,5.83,106.89,173.0,9.1,—
SHI,3321.0,0.00061299,1.27,106.55,7.61,173.82,"NFTs & Collectibles, Metaverse, Sports"
PEPA,3322.0,0.011323,4.07,106.22,212.0,734.485,Memes
BABYWIF,3324.0,0.000106,5.81,106.0,104.0,1.0,Memes
Y8U,3325.0,0.0042999,3.13,105.56,56.55,24.55,Data management & AI
BALLZ,3327.0,0.0001044,0.02,104.4,143.0,1.0,Memes
CIRUS,3328.0,0.00166,8.8,103.9,63.3,62.59,"Data management & AI, Payments, Web3"
IBFK,3329.0,0.074299,5.11,103.81,41.79,1.4,"Sports, Fan Tokens"
BIF,3330.0,0.0001035,10.07,103.5,3.42,1.0,Memes
AKITA,3331.0,0.00048999,9.6,103.1,156.86,210.42,"Memes, Data management & AI"
MBLK,3332.0,0.00077898,9.43,90.18,144.86,115.77,"Gaming, NFTs & Collectibles"
KALM,3333.0,0.01199,9.02,102.51,64.0,8.55,"NFTs & Collectibles, Lending & Borrowing, DeFi"
JAN,3334.0,0.0032809,2.19,102.53,33.08,31.25,Gaming
IRENA,3336.0,0.011323,8.76,101.6,4.71,71.0,—
ROSS,3337.0,0.000102,0.95,101.94,375.69,734.485,Memes
RAFT,3338.0,0.00041999,5.41,105.19,4.0,250.45,—
VP,3340.0,0.01514,3.55,100.51,6.91,6.64,—
1ART,3341.0,0.00069999,1.17,100.39,1.39,143.42,"NFTs & Collectibles, Payments"
SOLS,3342.0,0.0047799,10.13,100.36,1.43,21.0,—
CHILLAX,3343.0,0.0001,7.32,100.0,97.59,1.0,Memes
WEAR,3344.0,0.011323,0.0,99.89,17.0,1.2,Metaverse
HAWKTUAH,3345.0,0.000117,9.37,100.47,154.06,734.485,Memes
AIDOGEXLM,3346.0,0.011323,2.82,98.12,85.0,22.3,—
BPT,3347.0,0.00048999,16.69,98.0,259.07,200.0,—
THE,3348.0,0.011323,0.05,97.65,54.98,1.0,—
DOPE,3349.0,0.00077998,8.35,97.5,1.99,125.0,—
BTCF,3350.0,0.088498,2.21,97.35,169.07,1.1,—
AFG,3352.0,0.0025599,0.29,97.28,25.12,38.0,"Gaming, Metaverse"
DVA,3353.0,0.000875,19.27,87.5,438.92500000000007,100.0,—
TOS,3354.0,0.00034899,0.57,97.02,438.92500000000007,278.0,—
SKILL,3355.0,0.1175,9.12,96.91,41.52,734.485,"Gaming, NFTs & Collectibles"
BP,3356.0,0.001238,1.9,96.82,1.6,78.2,"Gaming, NFTs & Collectibles"
ELONMARS,3357.0,0.011323,16.88,96.35,438.92500000000007,734.485,Memes
RVC,3358.0,0.011323,2.06,95.35,351.0,14.9,—
REAL,3360.0,0.01892,1.28,94.6,56.15,5.0,Metaverse
BTL,3362.0,0.0001872,4.55,92.72,2.66,495.31,—
OJA,3363.0,0.001017,0.0,92.28,2.0,90.74,Data management & AI
AAI,3364.0,0.0027699,14.39,92.1,2.48,33.25,—
NFTD,3366.0,0.0028099,6.84,92.0,1.05,32.74,—
ROSX,3367.0,0.00084298,2.86,90.59,24.07,107.46,"Decentralized exchange, Data management & AI"
SUICY,3368.0,0.011323,3.54,91.1,10.96,1.0,—
CHAMP,3369.0,0.00060299,2.56,90.57,1.31,150.2,Gaming
MSTR,3371.0,0.001365,9.66,90.44,11.97,66.26,"Gaming, NFTs & Collectibles"
TARI,3372.0,0.060289,8.85,90.43,5.15,1.5,—
ZZZ,3373.0,0.0059999,10.43,90.0,49.8,15.0,—
MAGAPEPE,3374.0,0.011323,5.15,89.94,438.92500000000007,734.485,Memes
NBS,3375.0,0.011323,17.52,89.88,34.68,2.61,—
GINOA,3376.0,0.035099,3.86,89.5,5.35,2.55,—
TESLAI,3377.0,0.011323,10.22,89.08,170.0,734.485,Memes
PBR,3378.0,0.001169,15.64,87.61,60.1,74.94,"Decentralized exchange, Data management & AI, Web3"
ARS,3379.0,0.00052699,1.75,87.58,438.92500000000007,166.19,—
XPNET,3380.0,0.00066129,0.63,87.2,438.92500000000007,131.87,NFTs & Collectibles
EGON,3381.0,0.0044299,47.21,103.42,2.23,23.34,—
VALUE,3383.0,0.01393,0.09,86.65,69.0,6.22,—
MSU,3384.0,0.00074249,8.33,86.34,3.32,116.28,"Gaming, NFTs & Collectibles"
PAYS,3385.0,0.0027249,15.65,87.16,6.79,31.99,Payments
KOAI,3386.0,0.001042,0.03,85.67,12.73,82.22,—
ORION,3387.0,0.00090024,0.1,85.52,196.0,95.0,—
SUPER,3388.0,0.0089432,0.4,85.46,9.0,9.56,—
UNN,3389.0,0.00013887,6.01,85.41,53.56,615.06,Insurance
OBX,3391.0,0.011323,2.97,85.17,15.78,2.59,—
GEMAI,3392.0,0.00049099,0.39,84.09,1.19,171.28,"Data management & AI, Analytics"
KPN,3393.0,0.0026159,0.85,84.09,4.05,32.15,—
SOLX,3394.0,0.00019799,5.21,83.24,35.73,420.41,—
FLASH,3395.0,0.0001009,4.25,83.24,39.7,734.485,—
MSB,3396.0,0.00041839,4.81,83.27,188.0,199.02,"Data management & AI, Enterprise solutions, Health"
SOH,3397.0,0.0054499,3.18,81.46,15.1,14.95,—
KINE,3398.0,0.0040659,0.02,82.18,19.07,20.21,—
NRV,3399.0,0.0017726,0.16,81.96,438.92500000000007,46.24,Decentralized exchange
ENNO,3400.0,0.015329,15.33,81.49,53.56,5.32,—
MEGALAND,3401.0,0.011323,0.14,81.3,26.25,1.0,Metaverse
MTMS,3402.0,0.00034719,0.01,81.03,13.67,233.4,—
APES,3403.0,0.011323,3.3,81.0,161.35,734.485,—
BAC,3404.0,0.00148,3.81,80.77,438.92500000000007,54.58,"Stablecoins, Algorithmic Stablecoins, Seigniorage"
PCH,3405.0,0.00061699,37.75,77.43,104.08,125.5,Marketplace
EGAME,3406.0,0.011323,2.86,80.19,63.0,8.5,—
MOVEZ,3407.0,0.011323,5.58,79.93,48.8,3.72,Move to earn
IDV,3408.0,0.011323,6.58,79.58,6.0,734.485,—
ALA,3409.0,0.059199,2.8,79.36,23.82,1.34,Fan Tokens
CHATAI,3410.0,0.00063429,8.8,79.29,3.64,125.0,—
CRH,3411.0,0.00043389,0.28,80.49,39.6,185.5,—
AXIS,3412.0,0.037999,2.29,79.21,3.0,2.08,—
WZRD,3413.0,0.00062199,0.0,79.2,50.0,127.33,"Gaming, NFTs & Collectibles, Interoperability, Metaverse"
CVTX,3414.0,0.00037999,5.11,78.91,2.44,207.65,—
BORING,3415.0,0.000171,0.21,78.63,9.78,459.84,—
LAND,3416.0,0.001229,0.82,78.66,5.49,64.0,"Gaming, Web3"
QWAN,3417.0,0.0018,0.0,78.36,53.56,43.53,"Gaming, DAO"
CRDC,3418.0,0.011323,4.18,77.84,51.98,1.2,—
FXF,3419.0,0.00086158,36.85,77.9,4.91,90.41,—
ABI,3420.0,0.011323,6.24,77.8,3.37,734.485,Memes
BIRD,3421.0,0.18514450000000002,7.93,77.76,438.92500000000007,94.94,"Oracles, Data management & AI, Analytics"
FOREX,3422.0,0.00068099,7.7,77.75,12.0,114.17,—
ANEX,3423.0,0.1555,0.98,77.75,213.0,500.0,—
BCP,3424.0,0.0036999,2.8,77.7,1.22,21.0,Memes
EARL,3425.0,0.011323,9.95,75.89,1.43,734.485,Memes
DFA,3426.0,0.00030063,7.87,77.42,53.56,257.53,NFTs & Collectibles
YIDO,3427.0,0.0188,16.5,77.27,408.0,4.11,—
PUNCH,3428.0,0.011323,1.64,77.09,116.64,734.485,Memes
JWIF,3429.0,0.00070029,0.03,77.03,94.95,110.0,—
COLLE,3430.0,0.00076998,2.69,77.0,274.95,100.0,—
VATR,3431.0,0.00051989,0.38,76.94,11.69,148.0,Memes
2MOON,3432.0,0.011323,1.32,76.11,49.11,34.8,—
BLANK,3433.0,0.0039199,2.08,76.03,49.16,19.39,"Privacy, Payments"
L1,3434.0,0.050554,2.33,76.29,51.09,1.51,—
KCAL,3436.0,0.01938,0.75,75.58,31.89,3.9,—
SWRV,3437.0,0.0040959,11.77,75.48,377.0,18.43,"Decentralized exchange, DAO"
BXC,3438.0,0.011323,2.79,75.52,39.63,4.0,Gambling
QUEEN,3439.0,0.011323,5.62,71.2,53.56,1.0,—
PCNT,3440.0,0.0020491,0.0,75.09,53.56,36.65,"NFTs & Collectibles, Social, media & Content"
SPARTA,3441.0,0.01411,0.61,74.78,438.92500000000007,5.3,Decentralized exchange
COOK,3442.0,0.011323,8.27,74.77,30.13,734.485,Asset management
MLXC,3443.0,0.011323,6.59,83.5,13.7,38.09,—
GENS,3444.0,0.011323,17.52,74.12,102.6,734.485,—
KLO,3445.0,0.00038999,14.08,74.09,4.76,189.97,"NFTs & Collectibles, Metaverse"
DOGE,3446.0,0.011323,2.61,74.0,1.0,734.485,—
IUS,3447.0,0.011323,5.59,73.97,2.78,92.23,—
TUA,3448.0,0.0001227,4.44,73.62,4.05,600.0,—
CYBONK,3449.0,0.011323,1.0,73.12,12.0,100.0,Memes
IONX,3450.0,0.00192,3.36,72.88,73.23,37.96,—
SNK,3451.0,0.0027089,81.6,70.5,23.2,26.03,"Gaming, NFTs & Collectibles"
ATS,3452.0,0.001192,5.6,72.86,53.56,61.12,—
SRT,3453.0,0.011323,6.73,60.0,93.0,15.0,—
POKEMON,3454.0,0.011323,3.09,71.82,34.0,734.485,—
TRAXX,3455.0,0.0015834,1.07,71.01,149.72,44.85,"NFTs & Collectibles, Social, media & Content"
TWIF,3456.0,0.00035619,3.89,71.24,11.67,200.0,Memes
APN,3457.0,0.00075448,0.96,70.54,55.57,93.5,—
WELD,3459.0,0.00089998,6.25,70.15,262.0,77.94,—
SNOW,3460.0,0.1413,9.05,70.03,87.0,495.6,—
GSTS,3461.0,0.002242,0.74,70.15,25.04,31.29,Gaming
SHARE,3462.0,0.0033209,0.0,69.74,4.0,21.0,"Algorithmic Stablecoins, Seigniorage"
CELT,3464.0,0.011323,29.37,69.49,69.95,2.97,—
YFDAI,3465.0,0.18514450000000002,11.84,68.84,1.97,3.99,"Data management & AI, DAO"
SUNNY,3466.0,0.011323,23.57,60.27,438.92500000000007,2.64,—
SAKE,3467.0,0.00066749,8.77,67.99,438.92500000000007,101.86,"Decentralized exchange, Derivatives"
XNO,3468.0,0.011323,3.37,67.46,42.57,1.18,"Cryptocurrencies, Payments"
DFY,3469.0,0.00016586,0.0,67.41,206.0,406.42,—
ZKID,3470.0,0.001014,0.02,66.92,80.0,66.0,—
DHV,3471.0,0.01661,1.83,66.76,38.0,4.02,—
KMON,3472.0,0.00035239,6.0,66.9,29.3,189.84,"Gaming, NFTs & Collectibles"
EZ,3473.0,0.01032,5.69,65.78,438.92500000000007,6.37,"Lending & Borrowing, DAO"
CR,3474.0,0.011323,2.45,65.23,53.56,8.05,Memes
CNS,3475.0,0.011323,0.08,64.16,143.18,99.2,NFTs & Collectibles
ORB,3476.0,0.0001858,4.0,64.27,122.0,345.91,"Gaming, NFTs & Collectibles, Metaverse"
ORT,3478.0,0.00078998,12.88,63.9,23.0,80.89,—
GOLC,3479.0,0.0077798,8.99,63.74,2.35,8.19,—
ALTB,3480.0,0.011323,2.53,63.31,438.92500000000007,734.485,—
ANDY,3481.0,0.011323,3.08,62.81,53.56,10.0,—
CHATGPT,3482.0,0.011323,8.18,62.99,438.92500000000007,88.0,Memes
GROOVE,3483.0,0.0001397,27.58,62.87,3.56,450.0,—
ORBK,3484.0,0.0002472,5.36,62.05,438.92500000000007,251.0,"Smart contract platforms, Asset management"
SLRS,3485.0,0.00040799,12.95,62.07,372.0,152.13,Asset management
BFLOKI,3486.0,0.011323,1.33,61.77,50.71,250.0,Memes
DORKL,3487.0,0.011323,2.49,61.49,45.32,1.0,Memes
CNDY,3488.0,0.002022,2.76,61.36,16.85,30.34,Gaming
LEMN,3489.0,0.00049019,2.13,60.99,1.88,124.41,—
SPOT,3490.0,0.00044999,7.0,60.23,5.82,133.85,Web3
D2T,3491.0,0.000201,1.54,60.0,104.0,298.5,—
BMAX,3492.0,0.091298,0.81,59.8,31.15,655.0,—
FIN,3493.0,0.00035429,10.29,59.52,132.43,168.0,Lending & Borrowing
COMBO,3494.0,0.001464,5.89,59.39,53.56,40.57,—
HIBS,3495.0,0.011323,18.36,65.86,3.28,10.09,—
BCT,3497.0,0.011323,0.73,58.7,194.0,10.0,—
REAP,3498.0,0.011323,0.02,58.59,259.0,1.4,"Internet of things, Payments"
ARES,3499.0,0.00025279,2.0,58.44,7.74,231.18,"Smart contract platforms, Oracles"
RAZE,3500.0,0.00049199,5.55,58.39,2.83,118.69,"Privacy, Data management & AI, Web3"
MAT,3501.0,0.00061999,6.19,58.23,253.0,93.92,Gaming
CTT,3502.0,0.073199,8.45,55.22,4.02,734.485,"Gaming, NFTs & Collectibles"
TIP,3503.0,0.00037499,6.25,57.52,315.0,153.4,—
USHARK,3504.0,0.011323,67.68,57.0,65.61,1.0,—
FINE,3505.0,0.001386,1.26,56.91,157.79,41.06,"Gaming, NFTs & Collectibles"
DIGI,3506.0,0.02267,3.92,56.67,59.0,2.5,—
PLSPAD,3507.0,0.00034199,0.56,56.67,438.92500000000007,165.72,—
AKITAX,3508.0,0.011323,6.06,56.41,53.56,7.31,—
DKS,3509.0,0.011323,1.12,56.16,55.19,1.07,"Gaming, Data management & AI"
WNZ,3510.0,0.011323,0.0,56.02,53.56,734.485,—
KERMIT,3511.0,0.011323,8.09,55.91,3.18,1.0,Memes
AXL,3512.0,0.011323,0.02,55.77,53.56,8.85,Memes
ROCKI,3514.0,0.0069219,16.97,55.77,63.43,8.06,"Gaming, NFTs & Collectibles, Social, media & Content"
FAST,3515.0,0.0027639,0.74,55.28,45.33,20.0,—
ARIX,3517.0,0.0055389,17.13,54.93,167.11,9.92,—
ZLK,3518.0,0.0034099,0.0,54.68,20.0,16.04,—
PSUB,3519.0,0.011323,1.48,54.59,281.0,2.8,—
HRT,3520.0,0.00025799,6.72,54.57,13.95,211.53,—
POLI,3521.0,0.00034999,0.0,54.0,8.0,154.29,"Gaming, NFTs & Collectibles"
JANET,3522.0,0.011323,5.24,54.0,1.8,1.0,Memes
TUNE,3523.0,0.001725,5.46,53.99,105.72,31.3,"Decentralized exchange, Derivatives, Web3"
GAS,3524.0,0.011323,1.64,53.85,55.97,199.51,—
BXH,3525.0,0.0001339,49.48,64.28,105.31,480.08,—
LUIS,3526.0,0.011323,5.02,52.5,438.92500000000007,1.0,Memes
FST,3527.0,0.00196,4.85,52.15,14.0,26.61,—
NEMS,3528.0,0.0041029,18.86,51.81,7.24,12.63,—
VPR,3529.0,0.00064449,0.88,51.66,140.6,80.16,Payments
MAF,3530.0,0.0002028,24.85,54.9,8.0,270.71,—
KSC,3531.0,0.011323,3.71,51.22,99.0,734.485,—
GOMD,3532.0,0.011323,6.77,50.87,3.64,7.36,—
BISO,3533.0,0.00040299,10.29,50.78,179.71,126.0,—
AVACN,3534.0,0.011323,0.81,50.45,2.78,3.94,Tap to earn
GVL,3535.0,0.00079998,19.98,57.6,4.36,72.0,—
TYBENG,3536.0,0.011323,1.85,49.9,2.43,734.485,"Gaming, NFTs & Collectibles"
RGAME,3537.0,0.00021,2.16,50.4,170.52,240.0,—
FAR,3538.0,0.0049739,0.58,49.74,53.17,10.0,—
CRE8,3539.0,0.00063653,3.32,49.68,53.56,78.05,"NFTs & Collectibles, Marketplace"
HOD,3540.0,0.000101,4.15,49.68,8.7,491.86,—
DXGM,3541.0,0.011323,0.57,49.43,72.0,632.96,—
GAME,3542.0,0.0025699,7.82,49.25,164.41,19.17,—
VUZZ,3543.0,0.00048999,1.89,49.0,71.0,100.0,Data management & AI
DUCK,3544.0,0.00030499,5.99,48.94,53.56,160.45,—
DOGE,3545.0,0.011323,6.4,48.8,71.0,420.69,—
MIMIR,3546.0,0.00103998,6.27,48.69,52.0,46.82,—
AES,3547.0,0.0001929,7.39,48.62,63.0,252.06,—
WAG,3548.0,0.00048489,6.22,48.49,334.0,100.0,—
SCM,3549.0,0.011323,1.61,48.36,73.26,10.5,—
GSTOP,3550.0,0.011323,2.08,48.35,79.0,1.0,—
LAY3R,3551.0,0.036899,0.56,48.2,55.66,1.31,—
NYZO,3553.0,0.0040019,0.31,47.7,438.92500000000007,11.92,—
ASW,3554.0,0.011323,2.13,47.68,2.26,6.36,—
BRT,3555.0,0.011323,3.08,47.15,437.0,5.0,—
STAR,3557.0,0.0234,16.69,46.8,48.65,2.0,—
KING,3558.0,0.011323,0.0,46.41,42.0,734.485,"Gaming, NFTs & Collectibles"
GDAO,3559.0,0.01581,8.16,46.0,31.0,2.91,DAO
GMAT,3560.0,0.011323,0.2,45.83,53.56,2.72,—
SWAY,3561.0,0.001379,0.2,45.54,31.62,33.02,—
YDF,3562.0,0.011323,1.82,45.52,102.0,1.0,"NFTs & Collectibles, Derivatives"
CTOK,3563.0,0.00091998,1.07,45.95,25.55,49.95,Gaming
TRACE,3564.0,0.00045599,6.56,45.38,1.42,99.52,"Data management & AI, Metaverse"
APYS,3565.0,0.002483,0.0,45.17,20.0,18.19,—
ING,3566.0,0.011323,0.76,44.85,80.72,5.0,—
BRCST,3567.0,0.027399,0.72,44.7,221.0,1.63,—
BURP,3568.0,0.0001789,3.71,44.63,410.0,249.46,—
ALN,3569.0,0.00118,0.0,44.51,6.0,37.72,—
FBX,3570.0,0.011323,12.53,46.42,52.8,2.0,—
PWAR,3571.0,0.00051799,0.0,42.9,438.92500000000007,82.82,"Gaming, NFTs & Collectibles, Metaverse"
BBC,3572.0,0.011323,4.06,42.63,87.0,2.1,—
CAF,3573.0,0.011323,2.73,42.4,1.11,1.6,—
FRR,3574.0,0.011323,6.22,42.27,438.92500000000007,3.33,—
MEAN,3575.0,0.00039991,0.0,42.13,64.0,105.35,—
UNDEAD,3576.0,0.0027899,1.47,41.85,127.82,15.0,"Gaming, NFTs & Collectibles"
